productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
699344,Columbine Padded Soft Bra,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in lace with narrow adjustable shoulder straps that cross at the back with lace details and mesh-lined cups with removable inserts. Lace trim at the hem and a hook-and-eye fastening at the back."
699358,Papillon Funnelneck 1,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with a ribbed funnel collar, long sleeves and ribbing at the cuffs and hem."
699361,Samantha Thong Mynta Low,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in microfibre with a wide lace trim at the top. Low waist, lined gusset and a string back."
699423,Ring Ring Triangle Top,298,Bikini top,Swimwear,1018,Swimwear,"Lined triangle bikini top with removable inserts, a decorative ring at the front, narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
699424,Ring Ring Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist and narrow sides with decorative gathers and rings.
699426,Bondi Babe Padded Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined swimsuit with removable inserts and detachable, adjustable shoulder straps."
699427,Paris Unpadded Swimsuit(1),57,Swimsuit,Swimwear,1018,Swimwear,Fully lined swimsuit with a deep V-neck at the front and wide shoulder straps that cross at the back.
699445,After Beach Highwaist,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a high waist and wide covered elastic straps at the sides.
699453,Wideawake Push Triangle,298,Bikini top,Swimwear,1018,Swimwear,"Lined triangle bikini top in lace with moulded, padded cups for a larger bust and fuller cleavage. Ties at the back and back of the neck."
699454,Wideawake Tie Tanga,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms in lace with a low waist and ties at the sides.
699461,LS PATIS BODY,253,Vest top,Garment Upper body,1005,Jersey Fancy,Long-sleeved body with a low-cut back and press-studs at the crotch. Unlined.
699566,CS FAY DRESS,265,Dress,Garment Full body,1023,Special Offers,"Calf-length dress in a patterned weave with a frill-trimmed neckline that has a V-shaped opening with ties and a button at the top. Long sleeves with a frill trim that continues over the shoulders, an elasticated seam with a flounce and decorative drawstring at the waist, and an asymmetric hem. Unlined."
699580,tho,272,Trousers,Garment Lower body,1009,Trousers,"Joggers in a linen and cotton weave in a relaxed fit with an elasticated drawstring waist, fake fly, and slightly lower crotch. Side pockets, welt back pockets and tapered legs with ribbed hems."
699598,Samantha Strapless Balconette,306,Bra,Underwear,1017,"Under-, Nightwear","Balconette bra in microfibre and lace with underwired, padded cups that lift and shape. Narrow, detachable shoulder straps that can be fastened in several different ways and a hook-and-eye fastening at the back."
699601,Heather boot(1),87,Boots,Shoes,1020,Shoes,"Platform ankle boots in imitation leather with a zip in one side. Fabric linings and insoles. Platform front 2.5 cm, heel approx. 10.5."
699617,Stark wool coat,263,Coat,Garment Upper body,1007,Outdoor,"Short, double-breasted coat in a soft weave with notch lapels and front pockets. Lined."
699622,Eel suede biker,262,Jacket,Garment Upper body,1007,Outdoor,Biker jacket in imitation suede with notch lapels and a diagonal zip down the front. Zipped front pockets and a zip at the cuffs. Lined.
699623,Monaco wool coat,262,Jacket,Garment Upper body,1007,Outdoor,"Short coat in soft, felted fabric with notch lapels, a detachable tie belt at the waist, diagonal front pockets and sewn-on tabs at the cuffs. No fasteners. Lined at the top."
699750,Frida embroidered sweatshirt,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in lightweight, sweatshirt fabric with an embroidered pattern, dropped shoulders and ribbing around the neckline, cuffs and hem."
699755,Yate,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
699787,PRICE ITEM: Fred ISW 45,308,Hoodie,Garment Upper body,1001,Unknown,"Top in soft sweatshirt fabric with a wrapover, lined hood with appliqués, dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
699822,AK Nickel denim jkt D3,262,Jacket,Garment Upper body,1013,Dresses Ladies,"Long jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves. Chest pockets, patch pockets and slits at the sides of the hem. Unlined."
699867,Make Over Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a mid waist, wide foldover edge at the top, wide sides and medium coverage at the back."
699923,Mike tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
699924,Fav polo,257,Polo shirt,Garment Upper body,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton jersey with a collar, button placket and slits in the sides."
699930,Evelina Dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless dress in slub cotton jersey with a small opening and button at the back of the neck, frills at the top, a seam and a flared skirt."
699934,EDC DEER KNIT,252,Sweater,Garment Upper body,1023,Special Offers,"Jumper in a soft knit containing some wool with an intarsia motif and appliqués with plastic beads and pompoms on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
700079,Orvar strap top,253,Vest top,Garment Upper body,1010,Blouses,"Top in a crinkled viscose weave with narrow shoulder straps and gathers at the top, both front and back."
700092,DORIS TWIST,252,Sweater,Garment Upper body,1003,Knitwear,"Short jumper in a soft, loose knit with a knot detail at the front, dropped shoulders, long sleeves and ribbing around the neckline and cuffs."
700104,Greyworm tapered trouser RW,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in a stretch weave with a regular waist, fly with a concealed hook-and-eye fastening, side pockets and tapered legs."
700115,Blazer Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Double-breasted dress in woven fabric with notch lapels, a V-neck, wrapover front, long sleeves and a concealed zip in one side. Unlined."
700144,Kingslayer pile jacket,262,Jacket,Garment Upper body,1007,Outdoor,"Pile jacket with a wide collar and visible zip down the front. Diagonal side pockets, elastication at the cuffs and an elastic drawstring at the hem."
700294,Ocean One-Shoulder,252,Sweater,Garment Upper body,1003,Knitwear,"One-shoulder jumper in a soft knit with a shoulder strap, long sleeves and ribbing around the neckline, cuffs and hem."
700329,Buzz SP Bralette,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up bra in lace and mesh with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps, a wide lace trim at the hem and a hook-and-eye fastening at the back."
700340,Frida Printed Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
700345,Fissa Push Body Back Detail,283,Underwear body,Underwear,1017,"Under-, Nightwear","Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps that meet at the back, decorative lace straps at the back and an opening with a hook-and-eye fastening at the back. Lined gusset with concealed press-studs."
700370,Cash Padded Balconette,306,Bra,Underwear,1017,"Under-, Nightwear","Lace balconette bra with moulded, lightly padded cups that lift and shape. Detachable, adjustable shoulder straps and a hook-and-eye fastening at the back."
700371,Cash Thong Malva Low 2p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset, wide sides and string back."
700402,Buzz strappy brazilian,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace Brazilian briefs with a low waist, lined gusset, narrow sides and half-string back."
700427,Geranium,262,Jacket,Garment Upper body,1007,Outdoor,"Patterned faux fur coat with notch lapels, concealed press-studs down the front and side pockets. Lined."
700511,Apple,262,Jacket,Garment Upper body,1007,Outdoor,"Long, straight-cut jacket in woven fabric with a press-stud fastening, welt front pockets with a flap and long sleeves with high slits at the cuffs. Lined."
700688,Khloe V-shape brazilian 2pack,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in cotton with a mid, V-shaped waist, lined gusset and half-string back."
700689,Khloe C&S,306,Bra,Underwear,1017,"Under-, Nightwear","Bra in microfibre and mesh with decorative straps at the front and underwired, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
700701,OP T-shirt Milano,-1,Unknown,Unknown,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
700714,Margarita malva thong straps,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset, narrow sides and string back."
700722,Hazelnut,265,Dress,Garment Full body,1013,Dresses Ladies,Short dress in woven fabric with a round neckline with pleats  and an opening with a concealed button at the back of the neck. Long sleeves and a straight-cut hem. Unlined.
700735,Oprah highwaist thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a high waist, lined gusset, wide sides and string back."
700737,Samantha Padded T-shirt Milano,306,Bra,Underwear,1017,"Under-, Nightwear","Bra in microfibre and lace with underwired, moulded, lightly padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
700746,Samantha Rio Wireless (1),306,Bra,Underwear,1017,"Under-, Nightwear","Non-wired bra in microfibre and lace with moulded, lightly padded cups that shape the bust and provide support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
700747,Margarita SP Andes  N-slip,293,Night gown,Nightwear,1017,"Under-, Nightwear","Lace negligee with a super push-up bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
700758,Charlotte Padded Soft Bra H&E,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in lace with adjustable shoulder straps and mesh-lined cups with removable inserts that shape the bust and provide good support. Wide elastic hem, and a hook-and-eye fastening at the back."
700761,Samantha Hipster Ch. Poppy Low,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in microfibre and lace with a low waist, lined gusset, narrow sides and cutaway coverage at the back."
700765,Charlotte Unpadded Wire,306,Bra,Underwear,1017,"Under-, Nightwear",Lace underwired bra with mesh-lined cups that give the bust a natural shape and provide good support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back.
700776,Stella Highwaist Hipster,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Waist-high hipster briefs in lace with a lined gusset and cutaway coverage at the back.
700778,Oprah Wire Corset,306,Bra,Underwear,1017,"Under-, Nightwear",Corset in lace and mesh with an underwired bra that gives the bust a natural shape and provides light support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back.
700781,Stella Soft Body,283,Underwear body,Underwear,1017,"Under-, Nightwear","Thong body in lace with narrow adjustable shoulder straps, a lined gusset and string back."
700787,Tiger V-shape thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in microfibre and lace with a low waist, lined gusset, wide sides and string back."
700817,Charlotte Wireless Abeline,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in lace with crossover straps at the front and lightly padded, moulded cups that shape the bust and provide good support. Narrow, adjustable shoulder straps, a lace trim at the hem and a hook-and-eye fastening at the back."
700819,Fall graphic tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in cotton jersey with a text print, small embroidery detail at the front and a straight-cut hem."
700851,Kim Sl-set (W),297,Pyjama set,Nightwear,1017,"Under-, Nightwear","Pyjamas in soft satin. V-neck cami top with narrow, adjustable shoulder straps and lace at the top. Short shorts with an elasticated waist and lace details at the sides."
700926,Jane Blouse,259,Shirt,Garment Upper body,1010,Blouses,"V-neck blouse in a viscose weave with a wrapover front, wide ties at the hem and long sleeves with buttoned cuffs."
